sentence,sentiment,lem_words,lem_tag,word_tags
"Bagels are ok, but be sure not to make any special requests!",1,bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,"['bagel/NN', 'be/VB', 'be/VB', 'sure/JJ', 'not/RB', 'make/VB', 'special/JJ', 'request/NN']"
Amma is nothing special.,1,amma be nothing special,NN VB NN JJ,"['amma/NN', 'be/VB', 'nothing/NN', 'special/JJ']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
The service was friendly and the atmosphere was casual.,1,service be friendly atmosphere be casual,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'friendly/JJ', 'atmosphere/NN', 'be/VB', 'casual/JJ']"
I'm sure I'll return for a final judgement tho.,1,sure ll return final judgement tho,JJ NN NN JJ NN NN,"['sure/JJ', 'll/NN', 'return/NN', 'final/JJ', 'judgement/NN', 'tho/NN']"
"Inside is a little cramped, but to be expected.",1,inside be little cramped be expect,NN VB JJ JJ VB VB,"['inside/NN', 'be/VB', 'little/JJ', 'cramped/JJ', 'be/VB', 'expect/VB']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
"However, go for the ambience, and consider the food just a companion for a trip across the world!",1,however go ambience consider food just companion trip world,RB VB NN VB NN RB NN NN NN,"['however/RB', 'go/VB', 'ambience/NN', 'consider/VB', 'food/NN', 'just/RB', 'companion/NN', 'trip/NN', 'world/NN']"
Amma is nothing special.,1,amma be nothing special,NN VB NN JJ,"['amma/NN', 'be/VB', 'nothing/NN', 'special/JJ']"
"If only they delivered, they'd make a mint!",1,only deliver make mint,RB VB VB NN,"['only/RB', 'deliver/VB', 'make/VB', 'mint/NN']"
"Inside is a little cramped, but to be expected.",1,inside be little cramped be expect,NN VB JJ JJ VB VB,"['inside/NN', 'be/VB', 'little/JJ', 'cramped/JJ', 'be/VB', 'expect/VB']"
"If only they delivered, they'd make a mint!",1,only deliver make mint,RB VB VB NN,"['only/RB', 'deliver/VB', 'make/VB', 'mint/NN']"
I had a huge pastrami sandwich on a roll.,1,have huge pastrami sandwich roll,VB JJ NN NN NN,"['have/VB', 'huge/JJ', 'pastrami/NN', 'sandwich/NN', 'roll/NN']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
"If only they delivered, they'd make a mint!",1,only deliver make mint,RB VB VB NN,"['only/RB', 'deliver/VB', 'make/VB', 'mint/NN']"
the food is decent.,1,food be decent,NN VB JJ,"['food/NN', 'be/VB', 'decent/JJ']"
The service was friendly and the atmosphere was casual.,1,service be friendly atmosphere be casual,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'friendly/JJ', 'atmosphere/NN', 'be/VB', 'casual/JJ']"
The scallion pancakes and fried dumplings were nothing out of the ordinary.,1,scallion pancake fry dumpling be nothing ordinary,NN NN VB NN VB NN JJ,"['scallion/NN', 'pancake/NN', 'fry/VB', 'dumpling/NN', 'be/VB', 'nothing/NN', 'ordinary/JJ']"
"those rolls were big, but not good and sashimi wasn't fresh.",1,roll be big not good sashimi wasn fresh,NN VB JJ RB JJ NN VB JJ,"['roll/NN', 'be/VB', 'big/JJ', 'not/RB', 'good/JJ', 'sashimi/NN', 'wasn/VB', 'fresh/JJ']"
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",1,many other reviewer notice order be often slow arrive be particularly true evening be not problem lunch time,JJ JJ NN VB NN VB RB JJ VB VB RB JJ NN VB RB NN NN NN,"['many/JJ', 'other/JJ', 'reviewer/NN', 'notice/VB', 'order/NN', 'be/VB', 'often/RB', 'slow/JJ', 'arrive/VB', 'be/VB', 'particularly/RB', 'true/JJ', 'evening/NN', 'be/VB', 'not/RB', 'problem/NN', 'lunch/NN', 'time/NN']"
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",1,friend settle rice dish come back following day try dim sum be good not outstanding good,NN VB NN NN VB RB JJ NN VB JJ NN VB JJ RB JJ JJ,"['friend/NN', 'settle/VB', 'rice/NN', 'dish/NN', 'come/VB', 'back/RB', 'following/JJ', 'day/NN', 'try/VB', 'dim/JJ', 'sum/NN', 'be/VB', 'good/JJ', 'not/RB', 'outstanding/JJ', 'good/JJ']"
Food was good not great not worth the wait or another visit,1,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN,"['food/NN', 'be/VB', 'good/JJ', 'not/RB', 'great/JJ', 'not/RB', 'wait/NN', 'visit/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
Food was good not great not worth the wait or another visit,1,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN,"['food/NN', 'be/VB', 'good/JJ', 'not/RB', 'great/JJ', 'not/RB', 'wait/NN', 'visit/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
A little noise but I think that was because of our party!,1,little noise think be party,JJ NN VB VB NN,"['little/JJ', 'noise/NN', 'think/VB', 'be/VB', 'party/NN']"
"The service is ok, some of the people didn't get what they asked for.",1,service be person didn get ask,NN VB NN VB VB VB,"['service/NN', 'be/VB', 'person/NN', 'didn/VB', 'get/VB', 'ask/VB']"
My son and his girlfriend both wanted cheeseburgers and they were huge!,1,son girlfriend want cheeseburger be huge,NN NN VB NN VB JJ,"['son/NN', 'girlfriend/NN', 'want/VB', 'cheeseburger/NN', 'be/VB', 'huge/JJ']"
"Service is not exactly five star, but thats not really a big deal.",1,service be not exactly star that not really big deal,NN VB RB RB NN VB RB RB JJ NN,"['service/NN', 'be/VB', 'not/RB', 'exactly/RB', 'star/NN', 'that/VB', 'not/RB', 'really/RB', 'big/JJ', 'deal/NN']"
sometimes i get good food and ok service.,1,sometimes get good food service,RB VB JJ NN NN,"['sometimes/RB', 'get/VB', 'good/JJ', 'food/NN', 'service/NN']"
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",1,many other reviewer notice order be often slow arrive be particularly true evening be not problem lunch time,JJ JJ NN VB NN VB RB JJ VB VB RB JJ NN VB RB NN NN NN,"['many/JJ', 'other/JJ', 'reviewer/NN', 'notice/VB', 'order/NN', 'be/VB', 'often/RB', 'slow/JJ', 'arrive/VB', 'be/VB', 'particularly/RB', 'true/JJ', 'evening/NN', 'be/VB', 'not/RB', 'problem/NN', 'lunch/NN', 'time/NN']"
Amma is nothing special.,1,amma be nothing special,NN VB NN JJ,"['amma/NN', 'be/VB', 'nothing/NN', 'special/JJ']"
"The service is ok, some of the people didn't get what they asked for.",1,service be person didn get ask,NN VB NN VB VB VB,"['service/NN', 'be/VB', 'person/NN', 'didn/VB', 'get/VB', 'ask/VB']"
The service was friendly and the atmosphere was casual.,1,service be friendly atmosphere be casual,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'friendly/JJ', 'atmosphere/NN', 'be/VB', 'casual/JJ']"
The service was friendly and the atmosphere was casual.,1,service be friendly atmosphere be casual,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'friendly/JJ', 'atmosphere/NN', 'be/VB', 'casual/JJ']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
The location and ambience is Ok but the food is what makes up for it.,1,location ambience be food be make,NN NN VB NN VB VB,"['location/NN', 'ambience/NN', 'be/VB', 'food/NN', 'be/VB', 'make/VB']"
A little noise but I think that was because of our party!,1,little noise think be party,JJ NN VB VB NN,"['little/JJ', 'noise/NN', 'think/VB', 'be/VB', 'party/NN']"
I had a huge pastrami sandwich on a roll.,1,have huge pastrami sandwich roll,VB JJ NN NN NN,"['have/VB', 'huge/JJ', 'pastrami/NN', 'sandwich/NN', 'roll/NN']"
My son and his girlfriend both wanted cheeseburgers and they were huge!,1,son girlfriend want cheeseburger be huge,NN NN VB NN VB JJ,"['son/NN', 'girlfriend/NN', 'want/VB', 'cheeseburger/NN', 'be/VB', 'huge/JJ']"
"Food was okay, nothing great.",1,food be okay nothing great,NN VB JJ NN JJ,"['food/NN', 'be/VB', 'okay/JJ', 'nothing/NN', 'great/JJ']"
The service was friendly and the atmosphere was casual.,1,service be friendly atmosphere be casual,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'friendly/JJ', 'atmosphere/NN', 'be/VB', 'casual/JJ']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
Service is average.,1,service be average,NN VB JJ,"['service/NN', 'be/VB', 'average/JJ']"
Service is average.,1,service be average,NN VB JJ,"['service/NN', 'be/VB', 'average/JJ']"
Food was good not great not worth the wait or another visit,1,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN,"['food/NN', 'be/VB', 'good/JJ', 'not/RB', 'great/JJ', 'not/RB', 'wait/NN', 'visit/NN']"
Service is average.,1,service be average,NN VB JJ,"['service/NN', 'be/VB', 'average/JJ']"
"those rolls were big, but not good and sashimi wasn't fresh.",1,roll be big not good sashimi wasn fresh,NN VB JJ RB JJ NN VB JJ,"['roll/NN', 'be/VB', 'big/JJ', 'not/RB', 'good/JJ', 'sashimi/NN', 'wasn/VB', 'fresh/JJ']"
The restaurant is cute but not upscale.,1,restaurant be cute not upscale,NN VB JJ RB NN,"['restaurant/NN', 'be/VB', 'cute/JJ', 'not/RB', 'upscale/NN']"
The restaurant is cute but not upscale.,1,restaurant be cute not upscale,NN VB JJ RB NN,"['restaurant/NN', 'be/VB', 'cute/JJ', 'not/RB', 'upscale/NN']"
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",1,many other reviewer notice order be often slow arrive be particularly true evening be not problem lunch time,JJ JJ NN VB NN VB RB JJ VB VB RB JJ NN VB RB NN NN NN,"['many/JJ', 'other/JJ', 'reviewer/NN', 'notice/VB', 'order/NN', 'be/VB', 'often/RB', 'slow/JJ', 'arrive/VB', 'be/VB', 'particularly/RB', 'true/JJ', 'evening/NN', 'be/VB', 'not/RB', 'problem/NN', 'lunch/NN', 'time/NN']"
The scallion pancakes and fried dumplings were nothing out of the ordinary.,1,scallion pancake fry dumpling be nothing ordinary,NN NN VB NN VB NN JJ,"['scallion/NN', 'pancake/NN', 'fry/VB', 'dumpling/NN', 'be/VB', 'nothing/NN', 'ordinary/JJ']"
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",1,be bit pack weekend vibe be good be best french food find area,VB NN VB NN NN VB JJ VB JJ JJ NN VB NN,"['be/VB', 'bit/NN', 'pack/VB', 'weekend/NN', 'vibe/NN', 'be/VB', 'good/JJ', 'be/VB', 'best/JJ', 'french/JJ', 'food/NN', 'find/VB', 'area/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
The location and ambience is Ok but the food is what makes up for it.,1,location ambience be food be make,NN NN VB NN VB VB,"['location/NN', 'ambience/NN', 'be/VB', 'food/NN', 'be/VB', 'make/VB']"
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",1,be bit pack weekend vibe be good be best french food find area,VB NN VB NN NN VB JJ VB JJ JJ NN VB NN,"['be/VB', 'bit/NN', 'pack/VB', 'weekend/NN', 'vibe/NN', 'be/VB', 'good/JJ', 'be/VB', 'best/JJ', 'french/JJ', 'food/NN', 'find/VB', 'area/NN']"
Amma is nothing special.,1,amma be nothing special,NN VB NN JJ,"['amma/NN', 'be/VB', 'nothing/NN', 'special/JJ']"
"Inside is a little cramped, but to be expected.",1,inside be little cramped be expect,NN VB JJ JJ VB VB,"['inside/NN', 'be/VB', 'little/JJ', 'cramped/JJ', 'be/VB', 'expect/VB']"
Prices are in line.,1,price be line,NN VB NN,"['price/NN', 'be/VB', 'line/NN']"
The location and ambience is Ok but the food is what makes up for it.,1,location ambience be food be make,NN NN VB NN VB VB,"['location/NN', 'ambience/NN', 'be/VB', 'food/NN', 'be/VB', 'make/VB']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
"The service is ok, some of the people didn't get what they asked for.",1,service be person didn get ask,NN VB NN VB VB VB,"['service/NN', 'be/VB', 'person/NN', 'didn/VB', 'get/VB', 'ask/VB']"
"However, go for the ambience, and consider the food just a companion for a trip across the world!",1,however go ambience consider food just companion trip world,RB VB NN VB NN RB NN NN NN,"['however/RB', 'go/VB', 'ambience/NN', 'consider/VB', 'food/NN', 'just/RB', 'companion/NN', 'trip/NN', 'world/NN']"
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1,exception lemon salad have so much pepper eye start food here be decent not great,NN NN NN VB RB JJ NN NN VB NN RB VB JJ RB JJ,"['exception/NN', 'lemon/NN', 'salad/NN', 'have/VB', 'so/RB', 'much/JJ', 'pepper/NN', 'eye/NN', 'start/VB', 'food/NN', 'here/RB', 'be/VB', 'decent/JJ', 'not/RB', 'great/JJ']"
A little noise but I think that was because of our party!,1,little noise think be party,JJ NN VB VB NN,"['little/JJ', 'noise/NN', 'think/VB', 'be/VB', 'party/NN']"
I'm sure I'll return for a final judgement tho.,1,sure ll return final judgement tho,JJ NN NN JJ NN NN,"['sure/JJ', 'll/NN', 'return/NN', 'final/JJ', 'judgement/NN', 'tho/NN']"
Service is average.,1,service be average,NN VB JJ,"['service/NN', 'be/VB', 'average/JJ']"
Service is average.,1,service be average,NN VB JJ,"['service/NN', 'be/VB', 'average/JJ']"
sometimes i get good food and ok service.,1,sometimes get good food service,RB VB JJ NN NN,"['sometimes/RB', 'get/VB', 'good/JJ', 'food/NN', 'service/NN']"
"The service is ok, some of the people didn't get what they asked for.",1,service be person didn get ask,NN VB NN VB VB VB,"['service/NN', 'be/VB', 'person/NN', 'didn/VB', 'get/VB', 'ask/VB']"
"Bagels are ok, but be sure not to make any special requests!",1,bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN,"['bagel/NN', 'be/VB', 'be/VB', 'sure/JJ', 'not/RB', 'make/VB', 'special/JJ', 'request/NN']"
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",1,friend settle rice dish come back following day try dim sum be good not outstanding good,NN VB NN NN VB RB JJ NN VB JJ NN VB JJ RB JJ JJ,"['friend/NN', 'settle/VB', 'rice/NN', 'dish/NN', 'come/VB', 'back/RB', 'following/JJ', 'day/NN', 'try/VB', 'dim/JJ', 'sum/NN', 'be/VB', 'good/JJ', 'not/RB', 'outstanding/JJ', 'good/JJ']"
Prices are in line.,1,price be line,NN VB NN,"['price/NN', 'be/VB', 'line/NN']"
The scallion pancakes and fried dumplings were nothing out of the ordinary.,1,scallion pancake fry dumpling be nothing ordinary,NN NN VB NN VB NN JJ,"['scallion/NN', 'pancake/NN', 'fry/VB', 'dumpling/NN', 'be/VB', 'nothing/NN', 'ordinary/JJ']"
Prices are in line.,1,price be line,NN VB NN,"['price/NN', 'be/VB', 'line/NN']"
Moderate prices.,1,moderate price,JJ NN,"['moderate/JJ', 'price/NN']"
"However, go for the ambience, and consider the food just a companion for a trip across the world!",1,however go ambience consider food just companion trip world,RB VB NN VB NN RB NN NN NN,"['however/RB', 'go/VB', 'ambience/NN', 'consider/VB', 'food/NN', 'just/RB', 'companion/NN', 'trip/NN', 'world/NN']"
"The service is ok, some of the people didn't get what they asked for.",1,service be person didn get ask,NN VB NN VB VB VB,"['service/NN', 'be/VB', 'person/NN', 'didn/VB', 'get/VB', 'ask/VB']"
the food is decent.,1,food be decent,NN VB JJ,"['food/NN', 'be/VB', 'decent/JJ']"
"Inside is a little cramped, but to be expected.",1,inside be little cramped be expect,NN VB JJ JJ VB VB,"['inside/NN', 'be/VB', 'little/JJ', 'cramped/JJ', 'be/VB', 'expect/VB']"
"those rolls were big, but not good and sashimi wasn't fresh.",1,roll be big not good sashimi wasn fresh,NN VB JJ RB JJ NN VB JJ,"['roll/NN', 'be/VB', 'big/JJ', 'not/RB', 'good/JJ', 'sashimi/NN', 'wasn/VB', 'fresh/JJ']"
"If only they delivered, they'd make a mint!",1,only deliver make mint,RB VB VB NN,"['only/RB', 'deliver/VB', 'make/VB', 'mint/NN']"
The restaurant is cute but not upscale.,1,restaurant be cute not upscale,NN VB JJ RB NN,"['restaurant/NN', 'be/VB', 'cute/JJ', 'not/RB', 'upscale/NN']"
